Title,Year,Source,DOI,Keyword,Any location CWTS core
Brics's Countries in the Webometrics Ranking of World Universities,2016,Dutch Crossing,,Webometrics|Ranking (information retrieval)|Political science|Information retrieval|Business|World Wide Web|Computer science,not any location CWTS core
Canadian investigators receive research awards,2001,Canadian Journal of Emergency Medicine,https://doi.org/10.1017/s148180350000587x,Medicine|Action (physics)|Medical education,any location CWTS core
What is better than a peer-review process?,2015,Polskie Archiwum Medycyny Wewn?trznej,https://doi.org/10.20452/pamw.3199,Process (computing)|Peer review|Computer science|Psychology|Political science|Law,True|False|False
How the Journal Impact Factor Influences Academic Library Collections and Usage,2012,Against the grain,https://doi.org/10.7771/2380-176x.6176,Impact factor|Factor (programming language)|Academic library|Library science|Computer science|Political science|Programming language,True|False
"Authors, Monitor Your Publications and Their Impact with Scopus and ORCID",2016,The Medicine Forum,,Scopus|MEDLINE|Political science|Law,False|
Alternate perspective to %22Peering into peer review%22.,2008,Physics Today,,Perspective (graphical)|Psychology|Computer science|Artificial intelligence,any location CWTS core
Sweet Spots for Manuscripts: Visualizing the Quality of Scientific Production,2015,Research Journal of Applied Sciences Engineering and Technology,https://doi.org/10.19026/rjaset.10.1845,Computer science|Rank (graph theory)|Quality (philosophy)|Data science|Citation|Set (abstract data type)|Domain (mathematical analysis)|Index (typography)|Information retrieval|Graph|Percentile rank|Production (economics)|Percentile|World Wide Web|Mathematics|Statistics,any location CWTS core
Why You Should Consider Publishing In An eJournal,2002,The Internet Journal of Asthma Allergy and Immunology,https://doi.org/10.5580/1de2,Publishing|Political science|Law,not any location CWTS core
Methodology of calculation and structural analysis of Journal Impact Factor based on the Web of Science: A case study of Nature,2016,Malaysian Journal of Library & Information Science,https://doi.org/10.22452/mjlis.vol21no2.6,Impact factor|Library science|Value (mathematics)|Web of science|Computer science|Statistics|Mathematics|Political science|Law|MEDLINE,any location CWTS core
Editors' selection of papers from China's academic journals,2014,National Science Review,https://doi.org/10.1093/nsr/nwu068,Selection (genetic algorithm)|China|Library science|Mathematics education|Political science|Psychology|Computer science|Artificial intelligence|Law,True|False
Publishing in International Journals,2013,African Journal of Research in Mathematics Science and Technology Education,https://doi.org/10.1080/10288457.1998.10756094,Publishing|Checklist|Political science|Competence (human resources)|Library science|Psychology|Public relations|Computer science|Law,not any location CWTS core
SURGERY AND CARDIOVASCULAR SURGERY JOURNALS ANALYSIS,2015,Revista do Col谷gio Brasileiro de Cirurgi?es,https://doi.org/10.1590/0100-69912015s01021,Impact factor|Context (archaeology)|Scopus|Multidisciplinary approach|Bibliometrics|Science Citation Index|Medicine|MEDLINE|Library science|Medical education|Citation|Psychology|Computer science|Political science|Geography|Social science|Sociology,True|False|False|False|False
Comments on ※dear editor: why did you reject my paper?§,2016,Medical Journal of Dr D Y Patil University,https://doi.org/10.4103/0975-2870.186081,Medicine|Psychoanalysis|Psychology,False|False
Embracing open access and offering greater choice for authors,2015,Biochemistry and Cell Biology,https://doi.org/10.1139/bcb-2015-0050,Computer science|Biology|Business,True|False
Why publish single observations? Because Science Matters.,1970,Editorial,,Computer science|Data science,not any location CWTS core
The Impact Factor,2009,Scandinavian Journal of Surgery,https://doi.org/10.1177/145749690909800301,Medicine,True|False
A Framework for Description and Measurement of National Scientific Wealth with a Case Study on Iran,2016,Journal of Information Science Theory and Practice,https://doi.org/10.1633/jistap.2016.4.2.2,Distribution (mathematics)|National wealth|Wealth distribution|Sustainable development|Scientific modelling|Business|Regional science|Measure (data warehouse)|Economics|Computer science|Political science|Geography|Mathematics|Accounting|Inequality|Database,True|False
Building an information empire,1996,Data Based Advisor archive,,Empire|History|Ancient history,not any location CWTS core
Specialist life〞Roy M. Pitkin,2003,European Journal of Obstetrics & Gynecology and Reproductive Biology,https://doi.org/10.1016/s0301-2115(03)00147-7,Medicine,True|False
Presidential Address: Truth and error in scientific publishing,2015,Journal of the Southern African Institute of Mining and Metallurgy,https://doi.org/10.17159/2411-9717/2015/v115n9a1,Presidential address|Presidential system|Publishing|Scientific publishing|Computer science|Political science|Public administration|Law|Politics,any location CWTS core
UNCERTAINTY QUANTIFICATION OF SCIENTIFIC PROPOSAL EVALUATIONS,2016,International Journal for Uncertainty Quantification,https://doi.org/10.1615/int.j.uncertaintyquantification.2016016198,Computer science|Safeguarding|Sensitivity (control systems)|Process (computing)|Uncertainty analysis|Table (database)|Uncertainty quantification|Management science|Peer review|Data mining|Political science|Machine learning|Law,any location CWTS core
Journal: Nature Medicine,1999,BMJ,https://doi.org/10.1136/bmj.318.7184.677,IMG|Impact factor|Subject (documents)|Library science|Ranking (information retrieval)|Computer science|Publishing|Information retrieval|Political science|Law,False|False|False|False
Open Access Journals: Good or Bad Reading?,2016,Journal of Anesthesia & Critical Care Open Access,https://doi.org/10.15406/jaccoa.2016.04.00139,Reading (process)|Computer science|World Wide Web|Political science|Law,any location CWTS core
Communicating with Chemists: Improving the RACI Website,2004,Chemistry in Australia,,Project commissioning|Publishing|World Wide Web|Service (business)|Upgrade|Library science|Engineering|Computer science|Business|Political science|Operating system|Law|Marketing,not any location CWTS core
Questions and answers with Craig Nelson,2014,Physics Today,https://doi.org/10.1063/pt.5.3014,Twilight|History|Philosophy|Epistemology|Physics|Astronomy,any location CWTS core
New Web Site Focuses on Member Benefits,2010,Journal of Nuclear Medicine,,Web site|Computer science|World Wide Web|The Internet,not any location CWTS core
Foxconning Science: The Globalization of Academic Publishing,2014,"XVIII ISA World Congress of Sociology (July 13-19, 2014)",,Globalization|Publishing|Scientific publishing|Political science|Media studies|Social science|Sociology|Law,not any location CWTS core
ChemComm: a decade of progress,2009,Chemical Communications,https://doi.org/10.1039/b916816h,Chemistry|Nanotechnology|Astrobiology|Materials science|Physics,any location CWTS core
'Science and technology': Research funding,1988,Quadrant,,Engineering ethics|Business|Political science|Computer science|Engineering,not any location CWTS core
GRADUATE AHP RESEARCH INTERNSHIPS IN RHEUMATOLOGY: A PRELIMINARY EVALUATION,2011,Lara D. Veeken,,Medicine|Internship|Rheumatology|Internal medicine|Medical education|Analytic hierarchy process|Medical physics|Family medicine|Operations research|Engineering,any location CWTS core
HR 3137 Proposes Information Policy Institute.,1981,Library journal,,Business|Operations research|Engineering,not any location CWTS core
A Quantum of Solace: Managing the Peer Review,2013,60th Annual Meeting,,Computer science|Internet privacy,not any location CWTS core
Scientific Career Trajectories 每 How the US-Academic Field Affects the Researcher's Habitus,2014,"XVIII ISA World Congress of Sociology (July 13-19, 2014)",,Habitus|Field (mathematics)|Sociology|Career development|Psychology|Pedagogy|Social science|Cultural capital,not any location CWTS core
Professor D.G. Kendall FRS,1982,Journal of Applied Probability,https://doi.org/10.1017/s0021900200023287,Mathematics|Content (measure theory)|Statistics|Econometrics|Mathematical analysis,any location CWTS core
RANKING OF RESEARCH INSTITUTIONS IN LIFE SCIENCES IN JAPAN,1995,Jikeikai medical journal,,Ranking (information retrieval)|Computer science|Artificial intelligence,not any location CWTS core
Off to the pub,2009,Physics World,https://doi.org/10.1088/2058-7058/22/03/32,Subject (documents)|History|Art history|Art|Library science|Computer science,any location CWTS core
The Distinct Impact Dimensions of the Prestige Indices in Author Citation Networks,2016,Journal of the Korean Society for information Management,https://doi.org/10.3743/kosim.2016.33.2.061,Prestige|Centrality|PageRank|Closeness|Citation|Occupational prestige|Ranking (information retrieval)|Impact factor|Node (physics)|Index (typography)|Citation impact|Computer science|Statistics|Mathematics|Information retrieval|Sociology|Demography|Political science|Law|World Wide Web,not any location CWTS core
The open-access debate,2007,Physics World,https://doi.org/10.1088/2058-7058/20/1/30,Free access|The Internet|World Wide Web|Open research|Internet privacy|Open science|Internet access|Political science|Computer science|Business|Public relations|Physics,any location CWTS core
Foot print of a paper: accountability in academic publishing,2016,The Lancet,https://doi.org/10.1016/s0140-6736(16)31217-x,Publishing|Accountability|Foot (prosody)|Business|Medicine|Political science|Art|Law|Literature,True|False
The Impact of Citation Timing: A Framework and Examples,2018,Review of Economics and Institutions,https://doi.org/10.5202/rei.v9i2.259,Citation|Receipt|Discounting|Computer science|Citation impact|Stochastic dominance|Data science|Citation analysis|Econometrics|Statistics|Mathematics|Economics|Library science|World Wide Web,any location CWTS core
Analyzing the Research Fronts of Women's Studies in Korea Using Citation Image Makers Profiling,2016,Journal of the Korean Society for information Management,https://doi.org/10.3743/kosim.2016.33.2.201,Profiling (computer programming)|Citation|Data science|Computer science|Library science,not any location CWTS core
Postdoctoral Research in Library and Information Science: Is There a Need?,1991,Journal of Education for Library and Information Science,https://doi.org/10.2307/40323370,Library science|Information science|Information scientist|Sociology|Computer science,any location CWTS core
Disciplinary Differences in Publication Output between Ex-COMECON Countries,2015,Higher Education in Russia and Beyond,,Discipline|Political science|Economic history|Economics|Regional science|Geography|Law,not any location CWTS core
Reaction of authors,1996,Acta Neuropsychiatrica,https://doi.org/10.1017/s0924270800037182,Content (measure theory)|Information retrieval|Computer science|World Wide Web|Data science|Mathematics,any location CWTS core
High-risk medal,1990,Physics World,https://doi.org/10.1088/2058-7058/3/8/13,Medal|Injustice|BATES|Feeling|Creativity|History|Psychology|Psychoanalysis|Aesthetics|Art history|Art|Social psychology|Engineering,any location CWTS core
Scholars Under Scrutiny The value of Chinaㄖs top scientific honors tarnished by questionable selection,2012,控儔笚惆ㄩ荎恅唳,,Scrutiny|Value (mathematics)|Selection (genetic algorithm)|China|Epistemology|Political science|Philosophy|Law|Computer science,not any location CWTS core
Journal Self-Citation XX: Citations and the Question of Fit,2009,Communications of the Association for Information Systems,https://doi.org/10.17705/1cais.02520,Compromise|Scope (computer science)|Citation|Ranking (information retrieval)|Journal ranking|Promotion (chess)|Quality (philosophy)|Impact factor|Psychology|Political science|Computer science|Information retrieval|Library science|Epistemology|Law|Philosophy,True|True
IJABE Editorial: Open access leads to success,2014,International journal of agricultural and biological engineering,https://doi.org/10.25165/ijabe.v7i1.1108,Download|Audience measurement|World Wide Web|Computer science|The Internet|Library science|Internet privacy|Free access|Political science|Law,any location CWTS core
Another Industry First,2007,Chemical & Engineering News,https://doi.org/10.1021/cen-v085n023.obc,Citation|Icon|Social media|Altmetrics|Computer science|Library science|Information retrieval|World Wide Web,not any location CWTS core
Viewing the Peer Review Process Darkly and Face to Face,1986,Adapted Physical Activity Quarterly,https://doi.org/10.1123/apaq.3.4.289,Face (sociological concept)|Face-to-face|Process (computing)|Psychology|Computer science|Sociology|Epistemology|Philosophy|Social science,any location CWTS core
High-Ranked Social Science Journal Articles Can Be Identified from Early Citation Information,2014,PLoS ONE,https://doi.org/10.1371/journal.pone.0112520,Citation|Web of science|Data science|Library science|Political science|MEDLINE|Computer science,True|False|False|False|False|||False|False|False|False
Peer Review and the Revolutionary Academic,2009,The International Journal of the Book,https://doi.org/10.18848/1447-9516/cgp/v07i01/36787,Peer review|Engineering ethics|Political science|Psychology|Sociology|Engineering|Law,not any location CWTS core
International Co-authorship in Academic Journals,2007,The International Journal of the Book,https://doi.org/10.18848/1447-9516/cgp/v04i04/36630,Political science|Library science|Computer science,not any location CWTS core
The Sciences in 1975,1974,The Sciences,https://doi.org/10.1002/j.2326-1951.1974.tb01154.x,Citation|Computer science|Library science|Information retrieval|World Wide Web,not any location CWTS core
Second Golden Trilobite Awards announced,1993,Journal of Paleontology,https://doi.org/10.1017/s0022336000025002,Trilobite|Publishing|Excellence|Paleontology|Series (stratigraphy)|History|Geology|Art|Political science|Law|Literature,any location CWTS core
New Approaches to Peer Review,2009,Editorial Office News,https://doi.org/10.18243/eon/2009.2.2.2,Peer review|Psychology|Computer science|Political science|Law,not any location CWTS core
Three Years After,2016,Toxicological Sciences,https://doi.org/10.1093/toxsci/kfw107,MEDLINE|Chemistry|Biochemistry,True|False|False
Open Access Publishing and its Role for Researchers in Countries with Limited Science Funding,2012,Biochemistry & Pharmacology Open Access,https://doi.org/10.4172/2167-0501.1000e118,Publishing|Library science|Political science|Open science|Open access publishing|Business|Computer science|Mathematics,any location CWTS core
"Electronic Access, Design Issues, and Publishing Research Information on the World Wide Web",1997,HortScience,https://doi.org/10.21273/hortsci.32.6.982d,Sophistication|Computer science|World Wide Web|The Internet|Publishing|Search engine indexing|Information retrieval|Data science|Political science|Sociology,any location CWTS core
Quantitative Approach for Research Chairs Evaluation in King Saud University,2011,Asian Journal of Business and Management,,Computer science|Medicine,not any location CWTS core
Measuring stability of co-authorship structures in time,2016,48th Scientific Meeting of the Italian Statistical Society,,Operationalization|Stability (learning theory)|Core (optical fiber)|Presentation (obstetrics)|Sociology|Data science|Computer science|Epistemology|Philosophy,not any location CWTS core
INTERNET RESOURCES: Chemistry sources,2000,College & Research Libraries News,https://doi.org/10.5860/crln.61.10.922,The Internet|Chemistry|Computer science|World Wide Web,any location CWTS core
The Changing World of Scientific Publication,2014,2014 Annual Meeting,,Engineering ethics|Engineering,not any location CWTS core
Use of Journal Literature by Biomedical Researchers in the Philippines: A Case Study Using Citation Analysis,1984,SRELS Journal of Information Management,,Citation|Citation analysis|Library science|Medical journal|History|Medicine|Computer science,not any location CWTS core
Could scientists ＆peer-review＊ the web?,2015,2015 AGU Fall Meeting,,World Wide Web|Computer science|Data science|Internet privacy,any location CWTS core
Net profits,2005,Nursing Standard,https://doi.org/10.7748/ns.20.3.38.s63,Business,True|False
The Impact of Electronic Publishing on the Academic Community. I. Butterworth,2000,The Quarterly Review of Biology,https://doi.org/10.1086/393376,Publishing|Download|Library science|Academic community|Scientific publishing|Management|Political science|Computer science|World Wide Web|Economics|Law,any location CWTS core
Archives adopts uniform requirements for manuscript submission,1989,Archives of Physical Medicine and Rehabilitation,https://doi.org/10.5555/uri:pii:0003999389901226,Medicine|Library science|Computer science,any location CWTS core
Climate Science is a Cross-Disciplinary Challenge: Disciplinary Advances in an Accessible Framework Posters,2015,2015 AGU Fall Meeting,,Cross disciplinary|Discipline|Engineering ethics|Climate science|Data science|Climate change|Sociology|Computer science|Social science|Engineering|Ecology|Biology,any location CWTS core
My Experience in International Information Exchange (9),1995,The Journal of The Institute of Image Information and Television Engineers,https://doi.org/10.3169/itej1978.49.541,Information exchange|Computer science|Telecommunications,not any location CWTS core
Time to research at paraguayan universities has arrived,2016,Revista Cient赤fica de la UCSA,https://doi.org/10.18004/ucsa/2409-8752/2016.003(01)003-004,Political science|Library science|Sociology|Mathematics education|Psychology|Computer science,not any location CWTS core
Publish or Perish,2019,Strategies,https://doi.org/10.1080/08924562.2019.1670028,Publish or perish|Computer science|Library science|Political science|Publishing|Law,any location CWTS core
Categorization of Academic Papers by Types of Contributions: Comparison of KJCBP and JEP: General,2015,???????: ?? ? ??,https://doi.org/10.22172/cogbio.2015.27.4.004,Categorization|Psychology|Artificial intelligence|Computer science,not any location CWTS core
Essays on International Information Exchange ; My Experiences in International Information Exchange (1) How to Organize on International Conference,1994,The Journal of The Institute of Image Information and Television Engineers,https://doi.org/10.3169/itej1978.48.1007,Information exchange|Computer science|Political science|Business|Telecommunications,not any location CWTS core
"Organizing and Managing your Research 每 A Practical Guide for Postgraduates Renata Phelps Organizing and Managing your Research 每 A Practical Guide for Postgraduates, Kath Fisher and Allan Ellis Sage290pp㏒19.99978 1 4129 2064 39781412920643",2007,Nursing Standard,https://doi.org/10.7748/ns.21.35.31.s38,Management science|Psychology|Engineering ethics|Engineering,any location CWTS core
Coronary Case: A Personal Report. Rex Edwards,1965,The Quarterly Review of Biology,https://doi.org/10.1086/404636,Download|Library science|Computer science|World Wide Web,any location CWTS core
"The Education of a College President: A Memoir. James R. Killian, Jr.",1986,Isis,https://doi.org/10.1086/354145,Memoir|Political science|History of science|Library science|Law|Sociology|Philosophy|Epistemology|Computer science,any location CWTS core
Dead body and living body: The genetic post-mortem life of Henrietta Lacks,2016,Ethics Medicine and Public Health,https://doi.org/10.1016/j.jemep.2016.07.009,Valuation (finance)|Geography|Humanities|Sociology|Library science|Political science|Philosophy|Computer science|Economics|Accounting,any location CWTS core
The late Professor Sylvester,1897,Journal of the Institute of Actuaries,https://doi.org/10.1017/s0020268100006168,Action (physics)|Content (measure theory)|Mathematical economics|Mathematics|Computer science|Law and economics|Economics|Physics|Mathematical analysis,not any location CWTS core
Joseph Henry: The Rise of an American Scientist. Albert E. Moyer,1999,Isis,https://doi.org/10.1086/384366,American history|Environmental ethics|Philosophy|Classics|Sociology|Art|Art history|Anthropology,any location CWTS core
Dynamical Downscaling: Methodology and Assessment Posters,2015,2015 AGU Fall Meeting,,Downscaling|Computer science|Geography|Meteorology|Precipitation,any location CWTS core
Scientific Productivity. The Effectiveness of Research Groups in Six Countries.Frank M. Andrews,1980,The Quarterly Review of Biology,https://doi.org/10.1086/411988,Download|Productivity|Library science|Foundation (evidence)|Political science|Economics|Law|Computer science|Economic growth|World Wide Web,any location CWTS core
Latent Class Analysis of 1997 NSF Survey Data on Science PHDs,2005,Calcutta Statistical Association Bulletin,https://doi.org/10.1177/0008068320050511,Categorical variable|Latent class model|Class (philosophy)|Cluster analysis|Work (physics)|Survey data collection|Psychology|Computer science|Statistics|Mathematics|Engineering,any location CWTS core
Debating the future of physics publishing,2007,Physics World,https://doi.org/10.1088/2058-7058/20/3/25,Publishing|Nothing|Computer science|Library science|Data science|World Wide Web|Political science|Physics|Epistemology|Law|Philosophy,any location CWTS core
"The Social Construction of Science: A Comparative Study of Goal Direction, Research Evolution, and Legitimation. Tom Jagtenberg",1984,Isis,https://doi.org/10.1086/353596,Legitimation|Sociology|History of science|Social science|Epistemology|Political science|Philosophy|Law|Politics,any location CWTS core
David Hosack. Citizen of New York. Christine C. Robbins,1966,Isis,https://doi.org/10.1086/350097,Citizen science|Download|Sociology|Library science|Art history|Media studies|Environmental ethics|Art|Philosophy|Computer science,any location CWTS core
How to author a scientific manuscript in geomorphology and related sciences,2015,2015 AGU Fall Meeting,,Data science|Geography|Engineering ethics|Geology|Computer science|Engineering,any location CWTS core
Evaluation of unique identifiers used as keys to match identical publications in Pure and SciVal 每 a case study from health science,2016,F1000Research,https://doi.org/10.12688/f1000research.8913.2,Open peer review|Plant biology|Identifier|Health science|Physiology|Medicine|Biology|Computational biology|Medical education|Computer science|Botany|Computer network,True|False|False
Information and Its Users: A Review with Special Reference to the Social Sciences.J. M. Brittain,1973,American Journal of Sociology,https://doi.org/10.1086/225622,Library science|Download|Sociology|Social science|Media studies|Computer science|World Wide Web,any location CWTS core
GOING GLOBAL WITH THE WEBHEADS IN ACTION,2006,Teaching English With Technology,,Action (physics)|Computer science|Multimedia|Mathematics education|World Wide Web|Psychology,any location CWTS core
Scientometric Analysis of Contributions to the Journal Interlending & Document Supply,2016,International Journal of Information Studies and Libraries,https://doi.org/10.21863/ijisl/2016.1.1.006,Library science|Bibliometrics|Range (aeronautics)|Political science|Computer science|Engineering,not any location CWTS core
"The Diffusion of Medical Innovations: An Applied Network Analysis.Mary L. Fennell , Richard B. Warnecke",1989,American Journal of Sociology,https://doi.org/10.1086/229318,Sociology|Download|Diffusion of innovations|Library science|Media studies|Social science|Computer science|World Wide Web,any location CWTS core
The Great Physics Games,2012,Physics World,https://doi.org/10.1088/2058-7058/25/07/43,Medal|Art history|Art|Engineering physics|Physics,any location CWTS core
There＊s life in the review body yet,1994,Nursing Standard,https://doi.org/10.7748/ns.8.42.42.s50,Feature (linguistics)|Psychoanalysis|History|Psychology|Philosophy|Linguistics,True|False
PRESENT AND FUTURE RESEARCH ACTIVITIES OF THE ARMADILLO PROGRAM AT THE GULF SOUTH RESEARCH INSTITUTE,1978,PAHO. Scientific publication,,Armadillo|Geography|Biology|Ecology,not any location CWTS core
Predatory Practices Are Increasing among Some Open Access Medical and Biological Journals,2016,Jordan Journal of Biological Sciences,https://doi.org/10.12816/0027001,Biology|Business,False|False
Research Funding: Once more into the US budget,1992,Physics World,https://doi.org/10.1088/2058-7058/5/3/9,Business|Political science,any location CWTS core
The British Association for the Advancement of Science: The Durham Meeting〞1970,1971,Journal of the Institute of Actuaries,https://doi.org/10.1017/s0020268100016760,Association (psychology)|Library science|Content (measure theory)|Political science|Computer science|Psychology|Mathematics,not any location CWTS core
Few Journal Article Organizational Structure Characteristics Affect Article Citation Rate: A Look at Agricultural Economics Articles Using Regression Analysis,2016,Journal of Agricultural Science,https://doi.org/10.5539/jas.v8n10p73,Citation|Salary|Tobit model|Organizational structure|Variables|Regression analysis|Psychology|Social science|Econometrics|Economics|Management|Statistics|Sociology|Mathematics|Computer science|Library science,True|False
Basic search strategies of "PsycINFO": The online bibliographic database of the psychological literature,2003,Igaku Toshokan,https://doi.org/10.7142/igakutoshokan.50.30,PsycINFO|Information retrieval|Keyword search|Interface (matter)|Bibliographic database|Computer science|World Wide Web|Psychology|Online database|MEDLINE|Association (psychology)|Psychotherapist|Political science,not any location CWTS core
What is fundamental for the maintenance of excellence in scientific periodicals?,2016,Revista de Medicina,https://doi.org/10.11606/issn.1679-9836.v95ispe3p10-10,Excellence|Engineering ethics|Library science|Medicine|Sociology|Political science|Engineering|Law|Computer science,not any location CWTS core
Discrepancies with the bibliometric assessment of Mayaro-related publications,2016,Journal of Infection and Public Health,https://doi.org/10.1016/j.jiph.2016.08.009,Environmental science|Medicine,True|False
Research Funding: Atomic physics goes under the microscope,1993,Physics World,https://doi.org/10.1088/2058-7058/6/12/9,Research council|Atomic force microscopy|Engineering physics|Engineering ethics|Physics|Nanotechnology|Political science|Engineering|Materials science|Government (linguistics),any location CWTS core
How to Found a Scholarly Organization and Give it Instant Prestige,2016,German Studies Review,https://doi.org/10.1353/gsr.2016.0100,Prestige|Instant|Neutrality|German|Law|Action (physics)|Political science|Public relations|Sociology|Media studies|History,False|False
How ideas spread,2015,Policy: a journal of public policy and ideas,,Relevance (law)|Competition (biology)|Think tanks|The Internet|Darwin (ADL)|Marketing|Economics|Business|Computer science|Political science|Law|World Wide Web|Politics,not any location CWTS core
Tracking the knowledge economy,2015,Science,https://doi.org/10.1126/science.350.6266.1327-p,Tracking (education)|Business|Knowledge economy|Economics|Economy|Psychology,any location CWTS core
Open Access Resources in Social Sciences,2016,Indian Journal of Library and Information Science,https://doi.org/10.21088/ijlis.0973.9548.10216.10,Business|Sociology|Computer science,not any location CWTS core
Bibliometric analysis of Ceylon Medical Journal during the period from 2003 每 2012,2016,Journal of the University Librarians Association of Sri Lanka,https://doi.org/10.4038/jula.v19i2.7887,Ceylon|Scopus|Medical journal|Publishing|Bibliometrics|Sri lanka|Library science|Original research|Period (music)|Distribution (mathematics)|Social science|Political science|MEDLINE|Sociology|Socioeconomics|History|Computer science|Law|Mathematics,not any location CWTS core
How to Publish an Open Access Edited Volume on the Open Science Framework (OSF),2016,The Winnower,,Open science|Publication|Volume (thermodynamics)|Computer science|Library science|World Wide Web|Data science|Business|Mathematics|Physics|Advertising|Statistics|Thermodynamics,any location CWTS core
A note from the President,1982,Physics Bulletin,https://doi.org/10.1088/0031-9112/33/12/007,Period (music)|Political science|Physics,not any location CWTS core
Budgets: Funding rises in France...,1997,Physics World,https://doi.org/10.1088/2058-7058/10/11/12,Inflation (cosmology)|Economics|Inflation rate|Business|Monetary economics|Interest rate|Physics,any location CWTS core
Challenges and Initiatives for the ASTMH＊s Journal: 2008 and Beyond,2008,American Journal of Tropical Medicine and Hygiene,https://doi.org/10.4269/ajtmh.2008.78.1,Political science|Medicine,any location CWTS core
Journal finder: making the link between journal abbreviations and stack locations,1992,Library software review,,Computer science|Stack (abstract data type)|Link (geometry)|World Wide Web|Information retrieval|Operating system|Computer network,not any location CWTS core
Impact Factor Stories,2010,Editors Bulletin,https://doi.org/10.1080/17521742.2010.528864,Factor (programming language)|Impact factor|Image (mathematics)|Computer science|Data science|Library science|Computer graphics (images)|Mathematics education|Mathematics|Artificial intelligence|Political science|Programming language|Law,not any location CWTS core
"Evidence, policy and ＆evidence for policy＊",2016,Journal of Intellectual Property Law & Practice,https://doi.org/10.1093/jiplp/jpv227,Intellectual property|Statutory law|Legitimacy|Adversarial system|Scholarship|Evidence-based policy|Law and economics|Evidence-based management|Public policy|Economics|Public relations|Political science|Accounting|Law,False|False
J-GLOBAL has been updated to 汕1.5,2011,Journal of Information Processing and Management,https://doi.org/10.1241/johokanri.54.291,Computer science,not any location CWTS core
"Bradford＊s law, the long tail principle, and transparency in Journal Impact Factor calculations [online appendix]",2016,Pharmacy Practice,https://doi.org/10.18549/pharmpract.2014.03.842app,Transparency (behavior)|Appendix|Impact factor|Law|Political science|Geology,any location CWTS core
Institutional Repository Day at the University of Southern Mississippi,2016,Journal of Electronic Resources Librarianship,https://doi.org/10.1080/1941126x.2016.1203146,Institutional repository|Event (particle physics)|Library science|Political science|Public administration|Computer science|World Wide Web,True|False
"Lies, damned lies, and impact factor",2016,Nowotwory Journal of Oncology,https://doi.org/10.5603/njo.2015.0103,Impact factor|Factor (programming language)|Political science|Computer science|Law,not any location CWTS core
Societies: Four more for EPS,1992,Physics World,https://doi.org/10.1088/2058-7058/5/5/10,Business|Political science,any location CWTS core
FROM THE LAB TO CAPITAL HILL,2011,Chemical & Engineering News,https://doi.org/10.1021/cen-v089n032.p054,Capital (architecture)|Economics|Engineering|Business|Environmental science|Chemistry|Art|Visual arts,not any location CWTS core
PERFORMANCE EVALUATION OF MUTUAL FUNDS OF ICICI AND SBI,2015,"International Journal of Research in Commerce, IT and Management",,Business,not any location CWTS core
Who's for a Ph D?,1970,Physics Bulletin,https://doi.org/10.1088/0031-9112/21/5/029,Wish|Theme (computing)|Graduate students|Library science|Sociology|Psychology|Pedagogy|Computer science|World Wide Web,not any location CWTS core
Comment to article by prof. Towpik,2016,Nowotwory Journal of Oncology,https://doi.org/10.5603/njo.2015.0100,Political science,not any location CWTS core
"Spats, sniping and science: the rows behind the Nobels",2016,Nature,https://doi.org/10.1038/nature.2016.20664,Row|Crop|Agricultural economics|Agricultural engineering|Data science|Economics|Computer science|Engineering|Agronomy|Biology,any location CWTS core
Enhanced public access to NIH-funded research: Frequently asked questions,2004,College & Research Libraries News,https://doi.org/10.5860/crln.65.10.7336,Public access|Frequently asked questions|Library science|Political science|Psychology|Medical education|Medicine|Computer science,any location CWTS core
Improving addiction patients＊ quality of life through exercise,2015,Journal of Addiction Research & Therapy,,Citation|Productivity|Ranking (information retrieval)|Citation impact|Medicine|Psychology|Library science|Political science|Law|Economics|Economic growth,any location CWTS core
Countries publishing in JAN,2016,Journal of Advanced Nursing,https://doi.org/10.1111/jan.13169,Publication|Publishing|Impact factor|Prestige|Library science|Citation|Political science|Medicine|Law|Computer science,True|False
Shows and Symposia: MAPS National Fossil Exposition IV,1982,Rocks & Minerals,https://doi.org/10.1080/00357529.1982.11764524,Exposition (narrative)|Geology|Archaeology|Geochemistry|Geography|Art|Literature,not any location CWTS core
"The National Science Foundation: Financial, Intellectual, and Knowledge Broker for Systematic Biology",1993,Annals of the Missouri Botanical Garden,https://doi.org/10.2307/2399788,Foundation (evidence)|Biology|Political science,any location CWTS core
Impact of collaboration on research and teaching activities of academic scientists in federal universities in North East Nigeria,2016,Information Impact Journal of Information and Knowledge Management,,Descriptive statistics|Population|North east|Test (biology)|Medical education|Academic year|Survey research|Data collection|Survey methodology|Geography|Mathematics education|Psychology|Sociology|Socioeconomics|Social science|Medicine|Statistics|Demography,not any location CWTS core
How do the institutions involved in scientific collaboration deal with different kinds of distance? An analysis of the co-authorships of scientific publications,2012,UniSa. Sistema Bibliotecario di Ateneo,,Public relations|Political science|Business|Knowledge management|Engineering ethics|Epistemology|Computer science|Engineering|Philosophy,not any location CWTS core
Nobel Rot: On award inflation and misrepresentation,2012,Quadrant,,Misrepresentation|Inflation (cosmology)|Keynesian economics|Economics|Political science|Law|Astronomy,not any location CWTS core
The Brazilian Journal of Geology receives its first Impact Factor from Thomson Reuters,2016,Brazilian Journal of Geology,https://doi.org/10.1590/2317-488920160000463,Geology,False|False
